customer_id,signup_date,age,age group,gender,country,segment,is_churned,lifetime_value,email_opt_in,has_app
C04415,8/4/2020,25,Young Adult,Male,US,Premium,0,1821.48,1,1
C04416,2/19/2022,42,Adult,Female,UK,Regular,0,913.95,0,1
C04417,3/1/2021,36,Adult,Male,JP,Budget Shopper,1,635.69,1,1
C04418,3/9/2021,58,Middle Age,Female,US,Budget Shopper,0,430.78,1,1
C04419,7/2/2021,39,Adult,Female,US,Regular,0,606.55,0,1
C04420,7/20/2023,26,Young Adult,Male,AU,Regular,1,797.24,1,0
C04421,1/15/2024,43,Adult,Female,UK,Budget Shopper,0,715.56,0,0
C04422,9/29/2022,44,Adult,Male,CA,Regular,0,997.49,1,1
C04423,8/13/2021,30,Adult,Male,UK,Budget Shopper,1,370.19,1,1
C04424,3/21/2024,21,Young Adult,Female,US,Regular,0,639.77,1,1
C04425,12/22/2021,41,Adult,Male,US,Regular,0,1106.71,1,0
C04426,7/17/2021,35,Adult,Male,IN,Budget Shopper,1,516.22,1,1
C04427,6/26/2021,18,Teenager,Female,US,Budget Shopper,1,555.14,1,0
C04428,3/27/2022,38,Adult,Male,MX,Budget Shopper,0,840.84,1,0
C04429,7/28/2023,27,Young Adult,Female,US,Budget Shopper,1,345.47,1,0
C04430,5/22/2022,18,Teenager,Female,BR,Regular,0,998.46,1,1
C04431,7/22/2021,30,Adult,Male,JP,VIP,0,5365.54,1,1
C04432,3/10/2021,50,Middle Age,Male,US,Premium,0,2137.46,1,1
C04433,4/19/2024,49,Middle Age,Male,DE,Regular,0,531.95,1,0
C04434,5/23/2023,46,Middle Age,Female,AU,Regular,1,1240.61,1,0
C04435,4/28/2023,38,Adult,Male,CA,Regular,0,926.38,1,0
C04436,7/12/2021,42,Adult,Female,BR,Premium,0,1761.62,1,0
C04437,11/10/2022,36,Adult,Male,US,Budget Shopper,0,388.32,0,1
C04438,2/4/2024,21,Young Adult,Female,JP,Budget Shopper,0,693.9,0,1
C04439,4/18/2023,24,Young Adult,Female,CA,Regular,1,1457.23,1,1
C04440,11/5/2023,27,Young Adult,Female,US,Budget Shopper,0,363.61,1,1
C04441,2/21/2021,51,Middle Age,Female,CA,Regular,0,623.76,0,0
C04442,1/1/2023,47,Middle Age,Male,US,VIP,0,6122.95,0,0
C04443,4/28/2023,22,Young Adult,Male,UK,VIP,0,7572.76,1,1
C04444,5/3/2023,35,Adult,Male,US,Budget Shopper,1,791.59,1,1
C04445,5/5/2024,30,Adult,Male,IN,Regular,0,710.61,1,0
C04446,12/26/2022,33,Adult,Female,US,Regular,1,1473.41,1,1
C04447,12/19/2021,28,Young Adult,Female,UK,Regular,0,1098.53,1,0
C04448,2/13/2023,51,Middle Age,Female,BR,Regular,0,569.31,0,0
C04449,3/13/2023,34,Adult,Prefer not to say,BR,Budget Shopper,0,392.55,1,1
C04450,7/3/2020,37,Adult,Female,AU,Premium,0,1928.54,0,0
C04451,9/25/2023,37,Adult,Male,US,Occasional Visitor,0,895.1,0,0
C04452,1/6/2021,22,Young Adult,Male,BR,Premium,0,1579.85,1,0
C04453,11/29/2021,36,Adult,Female,US,Premium,0,2966.41,1,1
C04454,7/8/2021,47,Middle Age,Male,UK,Regular,0,1230.75,1,1
C04455,9/11/2023,52,Middle Age,Male,BR,Regular,0,1380.52,0,1
C04456,5/20/2021,21,Young Adult,Female,US,Budget Shopper,0,417.48,1,1
C04457,4/14/2024,18,Teenager,Female,US,Regular,1,1209.04,1,1
C04458,5/13/2023,35,Adult,Male,CA,Budget Shopper,0,370.52,1,0
C04459,3/8/2021,48,Middle Age,Male,UK,Premium,0,2806.02,0,1
C04460,4/21/2022,39,Adult,Male,US,Regular,0,1034.74,1,1
C04461,6/4/2023,43,Adult,Male,AU,Regular,0,1061.73,1,1
C04462,4/24/2021,18,Teenager,Male,BR,Regular,0,1091,1,0
C04463,7/19/2024,28,Young Adult,Female,MX,Occasional Visitor,1,451.72,0,1
C04464,12/6/2022,18,Teenager,Female,US,Budget Shopper,0,648.73,1,1
C04465,10/10/2021,33,Adult,Male,DE,Budget Shopper,0,510.36,1,1
C04466,2/19/2024,18,Teenager,Prefer not to say,IN,Budget Shopper,1,649.23,1,0
C04467,3/13/2022,50,Middle Age,Female,US,Premium,0,3072.09,1,0
C04468,9/3/2023,53,Middle Age,Male,UK,Occasional Visitor,0,637.34,1,0
C04469,4/17/2023,36,Adult,Female,US,Budget Shopper,0,466.27,1,0
C04470,9/1/2022,18,Teenager,Female,US,VIP,0,3061.49,1,0
C04471,9/20/2022,39,Adult,Female,US,Budget Shopper,0,653.25,1,1
C04472,6/29/2024,57,Middle Age,Male,FR,Regular,0,1189.27,0,0
C04473,3/29/2024,40,Adult,Female,DE,Budget Shopper,0,525.15,1,0
C04474,2/21/2021,49,Middle Age,Male,US,Regular,0,1024.08,1,1
C04475,6/8/2021,29,Young Adult,Male,CA,Premium,0,1818.14,0,1
C04476,9/16/2021,24,Young Adult,Female,US,Regular,0,1452.74,0,1
C04477,7/29/2022,34,Adult,Female,US,Budget Shopper,0,750.68,0,0
C04478,7/4/2020,18,Teenager,Female,BR,Premium,0,3192.93,1,1
C04479,4/6/2024,62,Senior Citizen,Male,UK,Occasional Visitor,0,766.52,0,1
C04480,7/17/2021,36,Adult,Male,AU,Regular,0,1207.3,0,1
C04481,3/7/2023,45,Middle Age,Female,US,Regular,1,1394.23,1,1
C04482,8/2/2021,29,Young Adult,Female,US,Premium,0,2456.46,1,0
C04483,6/21/2024,18,Teenager,Female,BR,Budget Shopper,0,743.08,0,1
C04484,1/26/2023,52,Middle Age,Male,US,VIP,0,6560.47,0,0
C04485,2/5/2023,21,Young Adult,Non-binary,US,Budget Shopper,0,848.19,1,0
C04486,7/26/2021,39,Adult,Male,FR,Premium,0,2516.54,1,0
C04487,7/3/2023,40,Adult,Male,CA,Budget Shopper,0,198.15,1,1
C04488,5/3/2023,35,Adult,Female,BR,Budget Shopper,1,508.98,1,1
C04489,6/27/2021,25,Young Adult,Male,MX,Regular,0,995.6,1,1
C04490,4/26/2022,33,Adult,Female,US,Regular,0,1147.5,0,0
C04491,6/20/2023,23,Young Adult,Female,US,VIP,0,7228.81,0,1
C04492,12/3/2023,44,Adult,Female,DE,Occasional Visitor,1,691.63,1,1
C04493,1/17/2021,41,Adult,Male,US,Budget Shopper,1,396.05,1,1
C04494,12/1/2023,34,Adult,Male,CA,Budget Shopper,0,419.15,0,0
C04495,4/5/2024,28,Young Adult,Female,US,Regular,1,1692.39,1,1
C04496,4/17/2023,60,Middle Age,Female,BR,Regular,0,973.29,1,1
C04497,3/22/2023,19,Teenager,Non-binary,BR,Regular,0,1171.35,1,1
C04498,3/23/2021,18,Teenager,Male,US,VIP,0,7308.08,0,1
C04499,4/3/2021,34,Adult,Female,US,Premium,0,2798.17,1,1
C04500,3/12/2024,31,Adult,Male,MX,Budget Shopper,0,218.19,1,0
C04501,12/31/2023,48,Middle Age,Male,US,Regular,0,967.13,1,0
C04502,9/29/2022,42,Adult,Male,US,Regular,0,920.48,1,1
C04503,2/4/2022,35,Adult,Male,US,Regular,0,620.75,1,1
C04504,8/29/2021,41,Adult,Male,US,Budget Shopper,0,440.46,1,1
C04505,1/14/2021,40,Adult,Male,US,Regular,0,351.4,1,1
C04506,9/9/2022,60,Middle Age,Male,US,Regular,0,1189.38,1,0
C04507,12/8/2022,38,Adult,Female,US,Budget Shopper,0,500.93,1,1
C04508,5/10/2022,26,Young Adult,Male,AU,Premium,0,1975.11,0,0
C04509,10/25/2023,37,Adult,Female,US,Regular,1,602.4,1,0
C04510,4/14/2022,18,Teenager,Female,AU,Regular,0,1483.49,0,0
C04511,8/1/2021,34,Adult,Female,DE,Regular,0,943.7,0,1
C04512,12/12/2022,48,Middle Age,Female,UK,VIP,0,6371.97,1,1
C04513,8/31/2023,42,Adult,Male,MX,Budget Shopper,1,484.28,1,0
C04514,11/12/2022,38,Adult,Male,US,Budget Shopper,0,682.42,1,0
C04515,2/19/2021,42,Adult,Female,US,Regular,0,1260.72,1,1
C04516,8/20/2022,48,Middle Age,Female,CA,Regular,0,1130.66,1,0
C04517,3/2/2023,52,Middle Age,Female,US,Budget Shopper,1,395.04,0,1
C04518,12/31/2022,40,Adult,Female,US,Premium,0,3179.43,1,0
C04519,10/11/2022,31,Adult,Female,BR,Budget Shopper,1,474.32,1,1
C04520,8/14/2022,18,Teenager,Male,BR,Budget Shopper,0,398.14,0,1
C04521,4/30/2022,46,Middle Age,Male,UK,Regular,0,1056.75,1,1
C04522,6/12/2021,41,Adult,Female,UK,Premium,0,2372.3,0,0
C04523,1/21/2020,36,Adult,Prefer not to say,CA,VIP,0,6092.67,0,1
C04524,5/12/2020,26,Young Adult,Female,US,Premium,0,1270.74,1,0
C04525,8/23/2023,46,Middle Age,Female,US,Regular,1,1755.35,1,0
C04526,4/7/2021,31,Adult,Female,CA,Premium,0,2678.01,1,0
C04527,12/21/2022,34,Adult,Male,US,Premium,0,2390.46,1,1
C04528,5/22/2022,34,Adult,Non-binary,US,Budget Shopper,0,555.5,1,1
C04529,6/25/2024,40,Adult,Female,DE,Regular,0,678.85,1,0
C04530,8/18/2020,21,Young Adult,Female,CA,Premium,0,2474.42,1,1
C04531,8/28/2021,41,Adult,Female,US,Regular,1,1278.85,0,0
C04532,1/20/2022,26,Young Adult,Female,JP,Premium,0,2223.25,1,1
C04533,10/22/2023,26,Young Adult,Male,AU,Regular,0,1243.99,0,1
C04534,7/3/2021,45,Middle Age,Female,CA,Regular,0,1318.1,1,1
C04535,10/4/2022,23,Young Adult,Male,US,Budget Shopper,1,408.94,1,1
C04536,10/12/2020,45,Middle Age,Male,DE,Premium,1,3149.26,1,0
C04537,7/29/2022,36,Adult,Male,DE,VIP,0,4924.68,1,0
C04538,12/17/2022,18,Teenager,Male,CA,Budget Shopper,1,738.32,0,0
C04539,4/15/2023,51,Middle Age,Non-binary,DE,Regular,0,1460.09,1,0
C04540,12/10/2021,38,Adult,Male,US,Budget Shopper,0,550.8,1,0
C04541,1/4/2022,39,Adult,Male,US,Budget Shopper,0,398.52,1,1
C04542,6/5/2024,47,Middle Age,Female,BR,Occasional Visitor,0,777.69,1,0
C04543,6/1/2023,52,Middle Age,Female,US,Regular,0,1377.16,0,1
C04544,7/16/2021,37,Adult,Female,CA,Regular,0,946.1,1,1
C04545,1/20/2022,42,Adult,Prefer not to say,BR,Budget Shopper,0,554.18,1,1
C04546,7/29/2023,39,Adult,Female,US,Occasional Visitor,0,909.29,1,1
C04547,4/22/2021,30,Adult,Female,JP,Budget Shopper,0,485.94,1,1
C04548,11/30/2020,18,Teenager,Male,BR,Premium,0,1906.99,1,0
C04549,9/17/2022,37,Adult,Male,FR,Budget Shopper,0,699.7,0,1
C04550,7/4/2021,51,Middle Age,Female,FR,Budget Shopper,1,559.38,1,1
C04551,4/28/2020,41,Adult,Female,IN,Premium,0,2218.89,1,0
C04552,1/25/2024,22,Young Adult,Female,US,Budget Shopper,0,401.23,1,1
C04553,7/2/2022,48,Middle Age,Female,DE,Premium,0,2939.11,1,0
C04554,7/16/2023,31,Adult,Female,US,Budget Shopper,0,491.32,0,0
C04555,5/9/2020,18,Teenager,Female,IN,Premium,0,2986.47,1,1
C04556,3/2/2022,47,Middle Age,Male,CA,Premium,0,1846.71,1,1
C04557,1/3/2023,23,Young Adult,Male,AU,Premium,0,2581.57,1,1
C04558,7/26/2022,56,Middle Age,Female,US,Budget Shopper,1,440.03,1,0
C04559,1/4/2023,48,Middle Age,Male,US,Premium,0,3444.89,1,0
C04560,11/29/2024,32,Adult,Non-binary,IN,Occasional Visitor,0,873.65,1,1
C04561,11/29/2022,40,Adult,Male,US,Budget Shopper,1,375.53,1,0
C04562,5/10/2021,64,Senior Citizen,Male,CA,Budget Shopper,0,616.87,1,1
C04563,2/26/2022,47,Middle Age,Female,FR,Premium,0,3140.83,1,0
C04564,1/28/2024,37,Adult,Male,US,Budget Shopper,0,457.87,1,1
C04565,1/9/2022,69,Senior Citizen,Female,US,Premium,0,1914.13,1,0
C04566,10/17/2022,36,Adult,Male,US,Premium,0,1078.25,0,0
C04567,11/15/2022,41,Adult,Male,BR,Budget Shopper,0,637.6,1,0
C04568,6/20/2022,23,Young Adult,Female,US,Regular,0,617.92,0,0
C04569,4/21/2024,18,Teenager,Male,US,Regular,0,1086.7,0,0
C04570,7/15/2021,31,Adult,Female,JP,Regular,0,625.57,1,1
C04571,7/25/2021,35,Adult,Male,IN,VIP,0,7251.26,1,1
C04572,3/22/2024,38,Adult,Female,DE,Budget Shopper,0,666.82,1,1
C04573,6/27/2024,18,Teenager,Male,CA,Regular,1,1182.54,1,1
C04574,10/25/2020,42,Adult,Male,IN,Premium,0,3028.62,1,1
C04575,7/18/2023,25,Young Adult,Female,JP,Budget Shopper,0,483.47,1,0
C04576,1/20/2023,42,Adult,Female,BR,Premium,0,1905.15,1,1
C04577,11/30/2023,46,Middle Age,Non-binary,DE,Budget Shopper,1,290.44,1,0
C04578,10/5/2022,30,Adult,Female,FR,Regular,0,1317.8,1,1
C04579,8/11/2021,23,Young Adult,Female,AU,Budget Shopper,0,373.83,1,1
C04580,8/12/2021,53,Middle Age,Male,AU,Premium,0,3915.93,1,1
C04581,9/17/2022,45,Middle Age,Female,FR,Premium,0,1732.58,1,0
C04582,3/1/2022,36,Adult,Female,US,Premium,1,3007.24,0,0
C04583,1/11/2024,52,Middle Age,Female,FR,Occasional Visitor,1,1055.2,0,1
C04584,10/1/2020,35,Adult,Female,US,Premium,0,1596.13,1,1
C04585,4/11/2022,27,Young Adult,Male,US,Premium,0,2130.2,1,1
C04586,7/1/2022,22,Young Adult,Female,US,Regular,0,1036.77,1,0
C04587,8/25/2021,33,Adult,Female,US,VIP,0,9353.25,1,0
C04588,4/12/2024,44,Adult,Male,UK,Regular,0,1032.53,1,0
C04589,1/12/2020,51,Middle Age,Female,US,VIP,0,3577.27,0,1
C04590,11/1/2021,35,Adult,Female,DE,Budget Shopper,0,561.47,1,0
C04591,3/19/2024,49,Middle Age,Female,JP,Regular,1,811.93,1,0
C04592,3/21/2023,32,Adult,Female,US,Premium,0,2363.07,1,1
C04593,1/21/2022,25,Young Adult,Male,US,Budget Shopper,1,443.13,1,0
C04594,6/22/2024,19,Teenager,Male,US,Budget Shopper,0,564.75,1,0
C04595,10/1/2023,28,Young Adult,Male,AU,Occasional Visitor,0,687.76,1,0
C04596,3/8/2021,19,Teenager,Non-binary,US,Regular,0,908.56,1,1
C04597,1/27/2022,59,Middle Age,Male,US,Budget Shopper,0,634.88,1,0
C04598,11/10/2022,40,Adult,Female,US,Regular,0,1179.49,0,1
C04599,1/8/2021,33,Adult,Female,US,Regular,1,1107.77,0,0
C04600,8/8/2021,55,Middle Age,Female,FR,Regular,0,570.64,0,0
C04601,10/6/2022,19,Teenager,Male,FR,VIP,0,5777.29,1,1
C04602,5/25/2024,33,Adult,Male,US,Occasional Visitor,1,705.87,0,0
C04603,2/11/2022,58,Middle Age,Prefer not to say,UK,Premium,0,2567.05,1,1
C04604,6/16/2023,33,Adult,Female,DE,Premium,0,1293.42,1,0
C04605,10/19/2021,64,Senior Citizen,Male,MX,Regular,1,1176.23,1,1
C04606,2/18/2023,44,Adult,Male,FR,VIP,0,5241.39,1,0
C04607,3/30/2022,50,Middle Age,Female,AU,Budget Shopper,0,471.31,1,0
C04608,3/26/2024,51,Middle Age,Non-binary,MX,Budget Shopper,1,389.25,0,1
C04609,8/27/2024,35,Adult,Female,US,Occasional Visitor,0,1033.21,0,1
C04610,9/29/2020,29,Young Adult,Male,US,VIP,0,4066.83,1,0
C04611,9/25/2021,33,Adult,Female,FR,Regular,0,1350.3,0,1
C04612,11/22/2021,23,Young Adult,Male,US,Premium,1,3028.29,1,0
C04613,10/4/2022,34,Adult,Female,UK,Regular,0,871.14,1,1
C04614,10/27/2021,34,Adult,Male,FR,Regular,0,1305.71,0,1
C04615,11/29/2021,55,Middle Age,Male,CA,Budget Shopper,0,446.29,0,0
C04616,2/22/2024,42,Adult,Male,US,Budget Shopper,0,579.82,1,1
C04617,8/20/2023,63,Senior Citizen,Male,UK,Regular,1,842.63,1,1
C04618,9/1/2021,18,Teenager,Male,US,Regular,1,1068.35,1,1
C04619,7/15/2023,20,Young Adult,Female,US,Regular,0,1121.19,0,0
C04620,7/16/2021,30,Adult,Female,UK,Budget Shopper,0,496.33,1,1
C04621,7/21/2021,52,Middle Age,Female,US,VIP,0,5476.51,1,0
C04622,1/16/2021,33,Adult,Male,MX,Regular,0,877.58,1,0
C04623,4/8/2022,18,Teenager,Male,UK,VIP,0,4309.55,0,1
C04624,8/21/2021,32,Adult,Female,BR,Budget Shopper,1,589.23,1,1
C04625,10/29/2021,20,Young Adult,Female,JP,Regular,1,986.61,1,1
C04626,8/30/2020,18,Teenager,Male,UK,Premium,0,2101.64,1,0
C04627,8/23/2021,58,Middle Age,Female,UK,Regular,0,868.5,0,0
C04628,4/9/2021,30,Adult,Male,BR,Budget Shopper,1,442.49,1,0
C04629,12/9/2022,37,Adult,Male,US,Budget Shopper,0,371.62,0,1
C04630,1/13/2024,33,Adult,Male,UK,Budget Shopper,1,591.16,1,1
C04631,1/20/2022,31,Adult,Female,US,Regular,0,976.51,1,0
C04632,9/23/2023,24,Young Adult,Male,FR,Regular,0,801.99,1,0
C04633,11/25/2022,31,Adult,Male,IN,Budget Shopper,1,474.6,1,0
C04634,11/21/2021,39,Adult,Female,DE,Regular,0,715.97,0,1
C04635,3/20/2021,52,Middle Age,Male,UK,Budget Shopper,1,393.03,1,0
C04636,9/27/2023,46,Middle Age,Male,CA,Regular,0,1472.48,0,1
C04637,1/30/2020,20,Young Adult,Female,CA,Premium,0,1747.12,0,1
C04638,6/23/2022,46,Middle Age,Female,DE,Budget Shopper,1,482.07,1,1
C04639,2/13/2021,40,Adult,Male,BR,Budget Shopper,0,775.8,0,1
C04640,9/17/2023,27,Young Adult,Male,US,Budget Shopper,0,531.16,1,1
C04641,6/17/2024,37,Adult,Male,US,Budget Shopper,0,436.15,1,0
C04642,2/17/2022,41,Adult,Prefer not to say,US,Regular,1,553.39,0,1
C04643,2/5/2022,35,Adult,Female,DE,Budget Shopper,0,520.87,1,1
C04644,12/22/2022,40,Adult,Male,BR,Budget Shopper,0,404.04,0,0
C04645,3/17/2024,24,Young Adult,Prefer not to say,US,Occasional Visitor,1,911.56,0,0
C04646,5/1/2021,58,Middle Age,Female,UK,VIP,0,4154.69,1,1
C04647,4/12/2022,18,Teenager,Male,JP,Budget Shopper,0,534.65,0,1
C04648,8/28/2021,41,Adult,Non-binary,US,Regular,0,1497.75,1,0
C04649,11/16/2021,39,Adult,Female,IN,Regular,0,1284.6,1,0
C04650,1/17/2022,42,Adult,Female,JP,Premium,0,1609,1,0
C04651,7/26/2022,26,Young Adult,Female,AU,Premium,0,2453.38,1,0
C04652,8/17/2023,49,Middle Age,Prefer not to say,US,Budget Shopper,0,620.44,1,1
C04653,10/22/2022,33,Adult,Male,DE,Budget Shopper,0,310.05,1,0
C04654,8/19/2023,20,Young Adult,Male,US,Regular,0,1563.99,1,0
C04655,1/25/2022,21,Young Adult,Male,US,VIP,0,5176.15,1,1
C04656,3/30/2021,36,Adult,Prefer not to say,US,VIP,0,5720.56,0,0
C04657,3/27/2022,18,Teenager,Male,US,Budget Shopper,1,457.02,1,0
C04658,10/24/2022,56,Middle Age,Male,MX,Regular,0,1112.74,1,0
C04659,1/28/2022,47,Middle Age,Male,DE,Budget Shopper,0,388.19,1,1
C04660,9/1/2022,56,Middle Age,Male,US,Premium,0,3328.25,1,1
C04661,8/24/2020,55,Middle Age,Female,CA,VIP,0,7241.32,1,1
C04662,3/11/2021,30,Adult,Male,CA,Regular,0,1690.33,0,1
C04663,9/19/2022,24,Young Adult,Female,US,Budget Shopper,1,279.28,0,1
C04664,4/2/2021,18,Teenager,Female,US,Regular,0,1190.62,0,0
C04665,9/2/2021,30,Adult,Female,CA,Regular,0,1218.83,0,1
C04666,4/25/2021,56,Middle Age,Female,IN,Premium,0,1976.67,0,1
C04667,1/6/2021,25,Young Adult,Male,US,Regular,0,1202.52,1,1
C04668,10/12/2020,32,Adult,Female,IN,VIP,0,3204.24,0,1
C04669,11/27/2022,28,Young Adult,Female,CA,Budget Shopper,0,683.95,1,1
C04670,4/24/2022,39,Adult,Male,UK,Budget Shopper,0,308.35,1,1
C04671,2/18/2024,50,Middle Age,Male,US,Regular,0,1168.87,1,1
C04672,4/30/2021,18,Teenager,Female,CA,Budget Shopper,0,598.65,0,0
C04673,7/8/2023,18,Teenager,Female,US,Budget Shopper,0,425.06,1,1
C04674,1/25/2022,52,Middle Age,Female,US,Premium,0,3223.56,0,0
C04675,4/3/2023,43,Adult,Male,IN,Budget Shopper,0,271.88,1,1
C04676,5/8/2023,31,Adult,Male,UK,Budget Shopper,0,496.17,1,0
C04677,3/8/2021,55,Middle Age,Prefer not to say,US,Budget Shopper,1,289.17,1,1
C04678,10/8/2023,18,Teenager,Male,US,Budget Shopper,0,403.34,1,0
C04679,2/26/2021,46,Middle Age,Prefer not to say,US,VIP,1,4382.72,1,1
C04680,4/10/2022,34,Adult,Female,JP,VIP,0,4306.44,1,1
C04681,1/11/2022,42,Adult,Female,US,Budget Shopper,0,658.86,0,1
C04682,5/20/2021,18,Teenager,Male,UK,Premium,0,1696.56,1,1
C04683,6/12/2022,31,Adult,Female,FR,Premium,0,1467.43,1,1
C04684,11/23/2024,43,Adult,Non-binary,US,Occasional Visitor,0,713.79,1,1
C04685,1/26/2024,34,Adult,Female,UK,Regular,0,1131.17,1,0
C04686,7/16/2023,50,Middle Age,Female,DE,Budget Shopper,1,562.9,1,1
C04687,11/19/2022,49,Middle Age,Female,BR,Regular,0,1417.3,0,1
C04688,11/4/2021,23,Young Adult,Male,DE,VIP,0,2312.48,1,0
C04689,5/17/2023,44,Adult,Prefer not to say,US,Premium,0,3413.18,1,1
C04690,9/21/2021,23,Young Adult,Male,US,Regular,1,874.93,0,1
C04691,5/2/2024,35,Adult,Female,US,Budget Shopper,0,465.19,1,1
C04692,4/8/2022,42,Adult,Male,US,Premium,0,2413.9,0,0
C04693,2/25/2022,24,Young Adult,Female,JP,VIP,0,2287.03,1,0
C04694,1/26/2023,44,Adult,Female,US,Regular,0,981.08,1,1
C04695,11/2/2022,28,Young Adult,Female,US,Premium,0,2995.23,1,0
C04696,5/22/2023,28,Young Adult,Male,UK,Regular,0,1273.64,1,1
C04697,9/24/2023,43,Adult,Male,US,Regular,0,962.38,1,1
C04698,7/19/2023,24,Young Adult,Male,UK,Regular,0,1158.59,1,0
C04699,3/13/2023,24,Young Adult,Prefer not to say,US,Premium,0,2676.92,1,0
C04700,11/24/2024,47,Middle Age,Male,IN,Occasional Visitor,1,748.24,1,1
C04701,4/25/2024,36,Adult,Prefer not to say,US,Regular,0,1235.43,1,1
C04702,2/24/2021,18,Teenager,Male,CA,Regular,0,879.88,1,0
C04703,3/16/2023,45,Middle Age,Female,CA,Regular,0,840.03,1,1
C04704,4/7/2024,30,Adult,Female,US,Budget Shopper,0,462.88,0,1
C04705,5/17/2024,18,Teenager,Female,US,Budget Shopper,0,198.21,1,0
C04706,12/2/2022,18,Teenager,Female,UK,Budget Shopper,0,586.66,0,0
C04707,3/8/2024,45,Middle Age,Female,AU,Regular,0,1122.87,1,0
C04708,1/29/2024,24,Young Adult,Female,UK,Budget Shopper,0,472.23,1,0
C04709,1/4/2021,20,Young Adult,Male,UK,Regular,0,1319.05,1,0
C04710,2/3/2023,42,Adult,Non-binary,CA,Premium,0,2632.27,1,1
C04711,3/25/2023,44,Adult,Female,UK,Budget Shopper,0,632.98,1,1
C04712,1/3/2023,25,Young Adult,Male,FR,Regular,0,1534.46,1,0
C04713,8/15/2020,45,Middle Age,Male,US,VIP,0,5413.2,1,0
C04714,3/18/2024,59,Middle Age,Female,UK,Regular,1,902.07,0,0
C04715,1/12/2022,51,Middle Age,Female,BR,Budget Shopper,1,590.61,1,0
C04716,6/18/2022,49,Middle Age,Female,CA,Regular,1,902.98,1,1
C04717,5/22/2024,38,Adult,Male,UK,Regular,1,890.38,1,1
C04718,9/9/2022,29,Young Adult,Female,AU,Regular,0,1019.52,1,1
C04719,5/26/2021,34,Adult,Male,US,Budget Shopper,1,644.77,1,0
C04720,6/4/2024,40,Adult,Male,UK,Regular,0,1306.3,1,0
C04721,10/28/2021,19,Teenager,Female,US,Regular,0,1343.61,0,1
C04722,9/11/2023,25,Young Adult,Male,US,Budget Shopper,1,515.36,1,1
C04723,2/7/2021,18,Teenager,Male,US,Regular,1,1256.59,1,1
C04724,2/19/2024,37,Adult,Male,FR,Budget Shopper,1,575.11,1,0
C04725,4/11/2023,35,Adult,Male,UK,Regular,0,910.72,1,0
C04726,10/13/2020,27,Young Adult,Male,JP,Premium,0,2752.97,1,0
C04727,2/9/2024,44,Adult,Male,US,Budget Shopper,0,499.51,1,0
C04728,1/16/2022,22,Young Adult,Female,US,Regular,1,988.63,1,1
C04729,6/27/2024,26,Young Adult,Non-binary,DE,Regular,0,1001.83,0,1
C04730,2/4/2023,44,Adult,Male,US,Regular,0,948.08,1,1
C04731,7/26/2021,46,Middle Age,Female,UK,VIP,0,4648.84,1,0
C04732,3/16/2021,25,Young Adult,Female,US,Regular,0,1097.77,1,0
C04733,11/28/2021,37,Adult,Male,US,Budget Shopper,1,583.13,0,1
C04734,3/15/2020,25,Young Adult,Male,UK,VIP,0,6886.61,1,0
C04735,12/24/2022,32,Adult,Male,CA,Premium,0,2741.1,1,0
C04736,5/7/2020,36,Adult,Female,US,Premium,0,2470.29,1,0
C04737,5/25/2021,41,Adult,Female,US,Budget Shopper,0,249.98,1,0
C04738,6/8/2021,38,Adult,Male,US,Budget Shopper,0,802.37,1,0
C04739,5/28/2024,38,Adult,Male,US,Regular,0,905.31,1,0
C04740,5/23/2024,22,Young Adult,Male,JP,Budget Shopper,0,415.55,1,1
C04741,7/2/2023,39,Adult,Female,DE,Budget Shopper,0,658.02,1,1
C04742,4/4/2020,41,Adult,Male,US,Premium,0,1739.27,1,0
C04743,10/6/2022,43,Adult,Female,US,Budget Shopper,1,546.47,1,0
C04744,4/25/2024,26,Young Adult,Female,US,Budget Shopper,0,442.14,1,1
C04745,5/4/2021,45,Middle Age,Female,US,Budget Shopper,0,468.41,0,1
C04746,10/10/2023,19,Teenager,Male,JP,Regular,0,1113.67,0,1
C04747,1/24/2021,29,Young Adult,Female,US,Regular,0,771.75,1,0
C04748,10/22/2022,31,Adult,Female,IN,VIP,0,4845.64,0,1
C04749,11/26/2022,19,Teenager,Female,IN,Budget Shopper,1,628.24,1,1
C04750,2/7/2024,31,Adult,Female,FR,Budget Shopper,0,490.67,1,0
C04751,6/13/2022,37,Adult,Male,UK,Regular,0,2062.11,1,1
C04752,9/30/2023,18,Teenager,Male,US,Regular,0,1125.19,1,1
C04753,12/12/2023,30,Adult,Female,IN,Regular,0,770.94,0,0
C04754,2/18/2021,18,Teenager,Female,IN,VIP,0,4348.07,1,1
C04755,3/31/2023,59,Middle Age,Female,CA,Regular,0,568.01,1,0
C04756,8/12/2022,37,Adult,Female,US,Regular,0,1396.34,1,1
C04757,2/6/2024,36,Adult,Female,US,Occasional Visitor,0,1121.09,0,0
C04758,10/18/2023,37,Adult,Female,US,Budget Shopper,1,605.37,1,0
C04759,10/15/2020,42,Adult,Male,US,VIP,0,3949.84,1,1
C04760,6/2/2021,46,Middle Age,Male,UK,Regular,0,860.08,1,0
C04761,9/6/2022,18,Teenager,Non-binary,IN,Regular,0,1302.57,1,1
C04762,7/26/2020,50,Middle Age,Female,DE,VIP,0,4348.82,0,1
C04763,3/11/2022,49,Middle Age,Prefer not to say,CA,Regular,0,863.32,1,1
